name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Royal Shield	100	0	2	1	156	181	0	0	114	25	60	0	55	41	75374	82069	paa	paa		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	24	32	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	0	1
Mummified Trophy	100	0	1	1	38	48	0	0	38	3	20	0	33	24	11590	82069	ne6	ne6		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	2	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	0	0	xxx	xxx	0	0	1
Fetish Trophy	100	0	1	1	41	52	0	0	41	5	20	0	39	29	14839	82070	ne7	ne7		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	2	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20			1	0	0	xxx	xxx	0	0	1
Sexton Trophy	100	0	1	1	44	55	0	0	47	8	20	0	45	33	18169	82071	ne8	ne8		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	2	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
Cantor Trophy	100	0	1	1	50	64	0	0	50	10	20	0	49	36	22750	82072	ne9	ne9		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	2	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
Heirophant Trophy	100	0	1	1	58	70	0	0	58	12	20	0	54	40	27993	82073	nea	nea		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	2	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
Blood Spirt	100	0	1	1	101	145	0	0	86	0	20	0	62	46	61755	413914	drb	drb			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	3	1	flpdr1	invdr1									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Sun Spirit	100	0	1	1	98	147	0	0	95	0	20	0	69	51	68617	413915	drc	drc			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	3	1	flpdr4	invdr2									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Earth Spirit	100	0	1	1	107	152	0	0	104	0	20	0	76	57	79730	413916	drd	drd			dr3	dr3	dr3	dr8	drd	0	0	2	2	1	3	1	flpdr3	invdr3									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Sky Spirit	100	0	1	1	103	155	0	0	113	0	20	0	83	62	86575	413917	dre	dre			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	3	1	flpdr4	invdr4									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Dream Spirit	100	0	1	1	109	159	0	0	118	0	20	0	85	66	92143	413918	drf	drf			dr1	dr1	dr5	dra	drf	0	0	2	2	1	3	1	flpdr1	invdr5									0	0	0	0	0	pelt		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Carnage Helm	100	0	2	1	102	147	0	0	106	0	25	0	60	45	60650	413918	bab	bab			ba1	dr1	ba1	ba6	bab	0	0	2	2	1	3	1	flpba1	invba1									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	0	0	xxx	xxx	0	0	1
Fury Visor	100	0	2	1	105	150	0	0	129	0	35	0	66	49	68211	413919	bac	bac			ba1	bhm	ba2	ba7	bac	0	0	2	2	1	3	1	flpba1	invba2									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	0	0	xxx	xxx	0	0	1
Destroyer Helm	100	0	2	1	111	156	0	0	151	0	45	0	73	54	78881	413920	bad	bad			ba3	bhm	ba3	ba8	bad	0	0	2	2	1	3	1	flpba3	invba3									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	0	0	xxx	xxx	0	0	1
Conquerer Crown	100	0	2	1	114	159	0	0	174	0	50	0	80	60	88278	413921	bae	bae			ba5	bhm	ba4	ba9	bae	0	0	2	2	1	3	1	flpba5	invba4									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	0	0	xxx	xxx	0	0	1
Guardian Crown	100	0	2	1	117	168	0	0	196	0	55	0	85	65	97844	413922	baf	baf			ba5	bhm	ba5	baa	baf	0	0	2	2	1	3	1	flpba5	invba5									0	0	0	0	0	phlm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	0	0	xxx	xxx	0	0	1
Sacred Targe	100	0	2	1	126	158	0	0	86	30	45	0	63	47	72618	82065	pab	pab		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0	0	1	0	22	70	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	0	1
Sacred Rondache	100	0	2	1	138	164	0	0	109	28	68	0	70	52	85659	82066	pac	pac		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa2									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	35	58	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	0	1
Ancient Shield	100	0	2	1	154	172	0	0	124	25	55	0	74	55	97676	82067	pad	pad		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0	0	1	0	10	82	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	0	1
Zakarum Shield	100	0	2	1	169	193	0	0	142	22	65	0	82	61	120042	82068	pae	pae		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	4	2	flppa3	invpa4									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	46	46	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	0	1
Vortex Shield	100	0	2	1	182	225	0	0	148	19	90	0	85	66	139860	82069	paf	paf		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	ashd		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	5	87	100		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx	0	0	1
Minion Skull	100	0	1	1	95	139	0	0	77	3	20	0	59	44	56131	82069	neb	neb		305	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	2	2	flpne1	invne1									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
Hellspawn Skull	100	0	1	1	96	141	0	0	82	5	20	0	67	50	64437	82070	neg	neg		305	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	2	2	flpne2	invne2									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
Overseer Skull	100	0	1	1	98	142	0	0	91	8	20	0	66	49	64122	82071	ned	ned		305	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	2	2	flpne3	invne3									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
Succubae Skull	100	0	1	1	100	146	0	0	95	10	20	0	81	60	80462	82072	nee	nee		305	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	2	2	flpne3	invne4									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
Bloodlord Skull	100	0	1	1	103	148	0	0	106	12	20	0	85	65	86238	82073	nef	nef		305	ne2	bhm	ne5	nea	nef	0	10	2	2	1	2	2	flpne2	invne5									0	0	0	0	0	head		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	0	0	xxx	xxx	0	0	1
