Name	description - not loaded	Id	Token	SpawnMax	Selectable0	Selectable1	Selectable2	Selectable3	Selectable4	Selectable5	Selectable6	Selectable7	TrapProb	SizeX	SizeY	nTgtFX	nTgtFY	nTgtBX	nTgtBY	FrameCnt0	FrameCnt1	FrameCnt2	FrameCnt3	FrameCnt4	FrameCnt5	FrameCnt6	FrameCnt7	FrameDelta0	FrameDelta1	FrameDelta2	FrameDelta3	FrameDelta4	FrameDelta5	FrameDelta6	FrameDelta7	CycleAnim0	CycleAnim1	CycleAnim2	CycleAnim3	CycleAnim4	CycleAnim5	CycleAnim6	CycleAnim7	Lit0	Lit1	Lit2	Lit3	Lit4	Lit5	Lit6	Lit7	BlocksLight0	BlocksLight1	BlocksLight2	BlocksLight3	BlocksLight4	BlocksLight5	BlocksLight6	BlocksLight7	HasCollision0	HasCollision1	HasCollision2	HasCollision3	HasCollision4	HasCollision5	HasCollision6	HasCollision7	IsAttackable0	Start0	Start1	Start2	Start3	Start4	Start5	Start6	Start7	EnvEffect	IsDoor	BlocksVis	Orientation	Trans	OrderFlag0	OrderFlag1	OrderFlag2	OrderFlag3	OrderFlag4	OrderFlag5	OrderFlag6	OrderFlag7	PreOperate	Mode0	Mode1	Mode2	Mode3	Mode4	Mode5	Mode6	Mode7	Yoffset	Xoffset	Draw	Red	Green	Blue	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	SubClass	Xspace	Yspace	NameOffset	MonsterOK	OperateRange	ShrineFunction	Restore	Parm0	Parm1	Parm2	Parm3	Parm4	Parm5	Parm6	Parm7	Act	Lockable	Gore	Sync	Flicker	Damage	Beta	Overlay	CollisionSubst	Left	Top	Width	Height	OperateFn	PopulateFn	InitFn	ClientFn	RestoreVirgins	BlockMissile	DrawUnder	OpenWarp	AutoMap
not used	turner	114	n7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	21	0	0	0	0	144	256	256	160	256	256	256	256	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-5	-5	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	100	0	0	0	0	0	0	0	0	8	16	6	0	0	0	0	0
well	Fountain 3	115	F5	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	10	10	10	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	1	0	0	1	0	100	1	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
Shrine	"snake woman, magic shrine, tomb, arcane sanctuary"	116	SN	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	20	20	1	0	0	0	0	0	128	128	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	190	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	-120	0	2	0	1	3	109	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	3	109	0	0	2	2	1	0	0	0	0	0	310
Dummy	jungle torch	117	JT	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	9	29	0	0	0	0	0	256	256	256	200	200	200	200	50	0	0	1	0	0	0	0	0	0	19	18	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	236	176	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	-90	0	2	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	100	0	0	0	0	0	0	0	11	0	8	0	0	0	0	0	0
Well	Fountain 4	118	F6	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	10	10	10	0	0	0	0	0	128	128	128	256	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	5	0	0	1	0	100	1	0	0	0	0	0	0	22	8	16	0	0	0	0	0	309
Waypoint	waypoint portal	119	wp	0	1	0	1	0	0	0	0	0	0	5	5	0	0	0	0	1	15	8	0	0	0	0	0	200	200	200	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	19	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	64	0	0	-70	0	2	0	1	0	0	0	0	0	5	2	0	1	0	0	1	1	100	1	0	0	0	0	0	0	23	0	17	0	0	0	0	0	0
Dummy	"healthshrine, act 3, dungeun"	120	dj	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	17	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-95	0	2	0	1	1	120	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	1	120	0	0	2	2	1	0	0	0	0	0	310
jerhyn	placeholder #1	121	ss	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	11	0	18	0	0	0	0	0	0
jerhyn	placeholder #2	122	ss	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-70	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	0	0	0	0	11	0	19	0	0	0	0	0	0
Shrine	innershrinehell2	123	iw	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	13	1	1	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	-235	0	2	0	1	3	96	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	3	96	0	0	2	2	1	0	0	0	0	0	310
Shrine	innershrinehell3	124	iv	0	1	0	0	0	0	0	0	0	0	4	3	0	0	0	0	15	15	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	-235	0	2	0	1	3	96	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	3	96	0	0	2	2	1	0	0	0	0	0	310
hidden stash	ihobject3 inner hell	125	iu	1	1	0	0	0	0	0	0	0	15	1	1	0	0	0	0	13	13	1	0	0	0	0	0	128	256	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	18	0	0	0	14	3	0	0	1	0	0	0	0
skull pile	skullpile inner hell	126	is	1	1	0	0	0	0	0	0	0	15	1	1	0	0	0	0	1	13	1	0	0	0	0	0	128	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	18	0	0	0	14	3	0	0	1	0	0	0	0
hidden stash	ihobject5 inner hell	127	ir	1	1	0	0	0	0	0	0	0	15	4	4	0	0	0	0	1	13	1	0	0	0	0	0	128	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	18	0	0	0	14	3	0	0	1	0	0	0	0
hidden stash	hobject4 inner hell	128	hg	1	1	0	0	0	0	0	0	0	15	1	1	0	0	0	0	1	13	1	0	0	0	0	0	128	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	8	0	0	1	0	100	0	0	0	18	0	0	0	14	3	0	0	1	0	0	0	0
Door	secret door 1	129	h2	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	1	15	1	0	0	0	0	0	256	128	256	256	256	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	128	0	0	-70	0	3	0	1	0	0	0	0	0	0	0	0	15	0	0	1	0	100	1	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0
Well	pool act 1 wilderness	130	zw	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	10	10	1	0	0	0	0	0	128	128	128	128	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	1	0	0	1	0	100	1	0	0	750	128	1	3	22	8	16	0	0	0	0	0	309
Dummy	vile dog afterglow	131	9b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	255	100	100	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	0	2	0	1	18	0	0	0	0	0	0	0	4	0	0	1	0	100	0	0	0	18	0	0	0	0	0	59	0	0	0	0	0	0
Well	cathedralwell act 1 inside	132	zc	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	10	10	1	0	0	0	0	0	128	128	128	128	256	256	256	256	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	3	0	0	1	0	100	1	0	0	750	128	1	3	22	8	16	0	0	0	0	0	309
shrine	shrine1_arcane sanctuary	133	xx	0	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	8	8	1	1	0	0	0	0	256	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	4	1	0	0	-235	0	2	0	1	3	319	0	0	0	0	0	0	1	0	0	1	0	100	1	0	0	3	85	0	0	2	2	1	0	0	0	0	0	310
shrine	dshrine2 act 2 shrine	134	zs	0	1	0	0	0	0	0	0	0	0	3	4	0	0	0	0	1	10	1	1	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	-235	0	2	0	1	3	85	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	3	85	0	0	2	2	1	0	0	0	0	0	310
shrine	desertshrine3 act 2 shrine	135	zr	0	1	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	13	1	1	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	-235	0	2	0	1	3	85	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	3	85	0	0	2	2	1	0	0	0	0	0	310
shrine	dshrine1 act 2 shrine	136	zd	0	1	0	0	0	0	0	0	0	0	6	3	0	0	0	0	1	10	1	1	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	-235	0	2	0	1	3	85	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	3	85	0	0	2	2	1	0	0	0	0	0	310
Well	"desertwell act 2 well, desert, tomb"	137	zl	0	1	1	0	0	0	0	0	0	0	3	3	0	0	0	0	10	10	1	0	0	0	0	0	128	128	0	256	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	32	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	2	0	0	1	0	100	0	0	0	750	128	1	3	22	8	16	0	0	0	0	0	309
Well	cavewell act 1 caves 	138	zy	0	1	1	0	0	0	0	0	0	0	4	4	0	0	0	0	10	10	1	0	0	0	0	0	128	128	128	128	256	256	256	256	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	0	0	-70	0	2	0	1	750	128	1	3	0	0	0	0	1	0	0	1	0	100	1	0	0	750	128	1	3	22	8	16	0	0	0	0	0	309
chest	chest-r-large act 1	139	q1	1	1	0	0	0	0	0	0	0	15	3	2	0	0	0	0	1	3	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	1	1	0	1	0	100	1	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
chest	chest-r-tallskinney act 1	140	q2	1	1	0	0	0	0	0	0	0	15	1	1	0	0	0	0	1	3	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	1	1	0	1	0	100	1	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
chest	chest-r-med act 1	141	q3	1	1	0	0	0	0	0	0	0	15	3	2	0	0	0	0	1	3	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	1	1	0	1	0	100	1	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
jug	"jug1 act 2, desert"	142	q4	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	5	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	18	0	0	0	14	3	0	0	1	0	1	0	0
jug	"jug2 act 2, desert"	143	q5	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	4	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	18	0	0	0	14	3	0	0	1	0	1	0	0
chest	Lchest1 act 1	144	q6	1	1	0	0	0	0	0	0	0	15	1	1	0	0	0	0	1	4	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	0	2	0	1	18	0	0	0	0	0	0	0	1	1	0	1	0	100	1	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
Waypoint	waypointi inner hell	145	wi	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	15	15	0	0	0	0	0	200	200	200	0	0	0	0	0	0	0	1	0	0	0	0	0	0	18	19	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	100	100	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	64	0	0	-70	0	2	0	1	0	0	0	0	0	5	2	0	8	0	0	1	1	100	0	0	0	0	0	0	0	23	0	17	0	0	0	0	0	0
chest	"dchest2R act 2, desert, tomb, chest-r-med"	146	q9	1	1	0	0	0	0	0	0	0	15	3	1	0	0	0	0	1	3	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	3	1	0	1	0	100	0	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
chest	"dchestr act 2, desert, tomb, chest -r large"	147	q7	1	1	0	0	0	0	0	0	0	15	3	1	0	0	0	0	1	3	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	3	1	0	1	0	100	0	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
chest	"dchestL act 2, desert, tomb chest l large"	148	q8	1	1	0	0	0	0	0	0	0	15	2	2	0	0	0	0	1	3	1	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-60	1	2	0	1	18	0	0	0	0	0	0	0	3	1	0	1	0	100	0	0	0	18	0	0	0	4	3	3	0	1	0	0	0	0
taintedsunaltar	tainted sun altar quest	149	za	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	1	11	1	1	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	17	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	-235	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	1	0	0	0	0	0	24	0	20	0	0	0	0	0	0
shrine	"dshrine1 act 2 , desert"	150	zv	0	1	0	0	0	0	0	0	0	0	5	5	0	0	0	0	8	8	1	1	0	0	0	0	140	256	256	0	0	0	0	0	1	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	3	1	0	0	-235	0	2	0	1	3	85	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	3	85	0	0	2	2	1	0	0	0	0	0	310
shrine	"dshrine4 act 2, desert"	151	ze	0	1	0	0	0	0	0	0	0	0	5	4	0	0	0	0	1	10	1	1	0	0	0	0	256	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	0	-235	0	2	0	1	3	85	0	0	0	0	0	0	2	0	0	1	0	100	0	0	0	3	85	0	0	2	2	1	0	0	0	0	0	310
orifice	Where you place the Horadric staff	152	HA	0	1	1	1	0	0	0	0	0	0	3	3	0	0	0	0	1	1	1	1	1	0	0	0	256	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	255	255	255	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-80	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	100	0	1	0	0	0	0	0	25	0	21	0	0	0	0	0	0
